doctor_id,first_name,last_name,specialization,experience_level,years_experience,reputation_score,reputation_category,public_medical_opinion_index,phone_number,email,hospital_id,hospital_branch
DOC-00003088,Lucas,آل معيض,Dermatology,Mid-Level,8,2.55,Average,41.4,13838876765,dr.lucas.آل معيض@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003089,João Pedro,Irwin,Dermatology,Mid-Level,7,2.91,Average,62.18,+33 (0)5 62 71 98 44,dr.joão pedro.irwin@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003090,Ana Carolina,पाण्डेय,Internal Medicine,Mid-Level,10,3.17,Average,57.38,080-9353-8707,dr.ana carolina.पाण्डेय@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003091,Aristides,Lopes,Obstetrics,Mid-Level,12,3.39,Average,59.55,(431) 314-2609,dr.aristides.lopes@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003092,Michelle,الشايع,Obstetrics,Mid-Level,7,2.95,Average,53.75,134-833-1998,dr.michelle.الشايع@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003093,David,Patterson,Obstetrics,Senior,17,3.41,Average,58.51,(392)843-6903,dr.david.patterson@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003094,Tamara,Jesus,Dermatology,Mid-Level,6,2.69,Average,48.85,046-80322723,dr.tamara.jesus@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003095,治,岡田,Internal Medicine,Junior,3,2.68,Average,44.79,0731601657,dr.治.岡田@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003096,Roy,Wilson,Obstetrics,Mid-Level,7,3.19,Average,55.05,780-506-0219,dr.roy.wilson@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003097,James,Schomber,Nephrology,Mid-Level,9,3.32,Average,60.71,+33 5 36 44 48 39,dr.james.schomber@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003098,花子,Salvador,Pediatrics,Junior,4,2.31,Average,55.76,6784422531,dr.花子.salvador@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003099,Victoria,Hyde,Dermatology,Mid-Level,6,3.34,Average,66.19,+61352537049,dr.victoria.hyde@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003100,秀兰,Lowery,Internal Medicine,Mid-Level,6,3.2,Average,64.5,001-845-571-9823x9989,dr.秀兰.lowery@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003101,Amílcar,Meléndez,Urology,Mid-Level,10,3.35,Average,64.95,001-267-586-8188,dr.amílcar.meléndez@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003102,Artur,Cazorla,Dermatology,Mid-Level,7,3.13,Average,62.24,932.301.5544x3002,dr.artur.cazorla@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003103,Adele,中島,Obstetrics,Mid-Level,11,2.87,Average,61.66,301-903-8994,dr.adele.中島@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003104,Jules,Robles,Radiology,Junior,4,2.52,Average,54.4,983.714.0404x775,dr.jules.robles@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003105,Bernadette,Collado,Obstetrics,Mid-Level,5,2.52,Average,55.1,251.710.6316x38172,dr.bernadette.collado@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003106,春香,Ball,Radiology,Mid-Level,11,3.58,Good,64.36,3233522528,dr.春香.ball@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003107,Adamo,Carter,Dermatology,Junior,2,2.46,Average,45.7,010-4320-4661,dr.adamo.carter@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003108,Milena,김,Obstetrics,Mid-Level,6,2.74,Average,60.63,+33 (0)4 74 93 89 32,dr.milena.김@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003109,直人,Mcmahon,Internal Medicine,Mid-Level,8,3.13,Average,61.02,+44(0)20 74960043,dr.直人.mcmahon@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003110,Jesús,伊藤,Obstetrics,Mid-Level,7,2.55,Average,48.49,080-8539-0421,dr.jesús.伊藤@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003111,Angela,周,Obstetrics,Mid-Level,5,2.59,Average,44.72,08661704429,dr.angela.周@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003112,Cheryl,सरीन,Obstetrics,Mid-Level,11,3.55,Good,68.21,15114729556,dr.cheryl.सरीन@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003113,美加子,苗,Endocrinology,Mid-Level,7,3.35,Average,73.55,995-280-0720 x665,dr.美加子.苗@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003114,凯,Simon,Gynecology,Mid-Level,11,3.16,Average,56.36,062-305-0646,dr.凯.simon@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003115,Jeffrey,चक्रवर्ती,Dermatology,Mid-Level,6,2.7,Average,61.76,0114 496 0403,dr.jeffrey.चक्रवर्ती@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003116,Alain,Schönland,Anesthesiology,Mid-Level,11,2.86,Average,65.87,(03)28930130,dr.alain.schönland@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003117,Kathy,Dias,Oncology,Junior,3,3.1,Average,62.11,032-821-0940,dr.kathy.dias@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003118,Baldassare,भरद्वाज,Infectious Disease,Mid-Level,5,2.48,Average,50.61,568.572.7438,dr.baldassare.भरद्वाज@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003119,Waltrud,Bradley,Internal Medicine,Mid-Level,13,3.24,Average,57.42,0254509916,dr.waltrud.bradley@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003120,Vincenzo,Johnson,Dermatology,Mid-Level,7,2.45,Average,42.58,507.043.1431,dr.vincenzo.johnson@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003121,Alla,Gallego,Pathology,Mid-Level,8,3.33,Average,62.15,+91 254 2840416,dr.alla.gallego@texaschildren'shospi.com,HOSP-USA-00094,Texas Children's Hospital
DOC-00003122,Isis,छेत्री,Internal Medicine,Junior,4,3.04,Average,67.83,11 5730 6407,dr.isis.छेत्री@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003123,ऋषि,Gelli,Obstetrics,Mid-Level,12,3.37,Average,63.31,+1-845-917-4414x882,dr.ऋषि.gelli@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003124,Ana Sofía,後藤,Obstetrics,Senior,15,3.07,Average,62.55,(0121)4960843,dr.ana sofía.後藤@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003125,João,Travia,Dermatology,Senior,19,3.78,Good,78.78,521-850-3579x0081,dr.joão.travia@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003126,راجي,Hamilton,Neurology,Mid-Level,10,2.9,Average,60.58,268-368-2120,dr.راجي.hamilton@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003127,William,고,Orthopedics,Mid-Level,14,3.32,Average,63.31,(011) 6846-6119,dr.william.고@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003128,Mary,العجلان,Obstetrics,Senior,16,3.88,Good,83.41,2433519276,dr.mary.العجلان@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003129,Justin,Marenzio,Obstetrics,Mid-Level,7,2.99,Average,58.32,777.863.7038,dr.justin.marenzio@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003130,Patricia,Ferguson,Psychiatry,Mid-Level,12,2.93,Average,52.07,+91 328 9416430,dr.patricia.ferguson@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003131,Janette,Wheeler,Internal Medicine,Junior,3,3.02,Average,53.78,080-5499-7696,dr.janette.wheeler@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003132,香織,Ramos,Neurology,Mid-Level,12,3.65,Good,75.37,07 44 79 95 69,dr.香織.ramos@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003133,Alana,सिंह,Nephrology,Mid-Level,6,2.46,Average,56.94,1004-6885,dr.alana.सिंह@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003134,보람,Curtis,Pediatrics,Mid-Level,9,3.37,Average,64.61,+33 (0)1 30 95 38 91,dr.보람.curtis@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003135,Joyce,Weller,Psychiatry,Mid-Level,8,2.9,Average,51.61,(0151)4960763,dr.joyce.weller@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003136,Calcedonio,Hoareau,Nephrology,Mid-Level,7,3.23,Average,70.61,+49(0) 725256458,dr.calcedonio.hoareau@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003137,旭,चवन,Psychiatry,Mid-Level,13,3.29,Average,67.83,15256742548,dr.旭.चवन@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003138,Kelly,Suárez,Obstetrics,Mid-Level,8,2.53,Average,40.95,18036260209,dr.kelly.suárez@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003139,秀英,da Luz,Internal Medicine,Mid-Level,12,3.43,Average,68.67,+55 (071) 5835 7580,dr.秀英.da luz@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003140,Samantha,中島,Neurology,Mid-Level,5,3.27,Average,64.53,+33 (0)1 53 81 53 57,dr.samantha.中島@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003141,Kevin,Brown,Neurology,Senior,18,3.96,Good,79.39,+34 946 58 46 35,dr.kevin.brown@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003142,Amanda,Caldeira,Neurology,Mid-Level,5,2.97,Average,57.32,+1-713-707-2550x0617,dr.amanda.caldeira@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003143,Marica,Kaur,Neurology,Mid-Level,8,2.52,Average,43.18,0472-175-424,dr.marica.kaur@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003144,雷,谢,Internal Medicine,Mid-Level,12,2.86,Average,51.99,(0141)4960135,dr.雷.谢@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003145,Allen,木村,Obstetrics,Mid-Level,5,2.5,Average,59.04,(0131) 496 0957,dr.allen.木村@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003146,Aimé,العقيل,Cardiology,Senior,15,3.26,Average,64.15,018-365-2306,dr.aimé.العقيل@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003147,명자,Cook,Internal Medicine,Mid-Level,7,2.44,Average,40.0,+39 08821944414,dr.명자.cook@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003148,Nora,Chen,Neurology,Mid-Level,8,3.45,Average,72.77,13773117250,dr.nora.chen@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003149,亮介,Williams,Endocrinology,Mid-Level,9,3.45,Average,77.29,+34 979651944,dr.亮介.williams@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003150,Achille,山口,Internal Medicine,Senior,22,3.49,Average,65.29,+1-430-876-3207,dr.achille.山口@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003151,Damien,آل رفيع,Urology,Mid-Level,7,2.48,Average,53.95,(855)722-5803x0376,dr.damien.آل رفيع@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003152,成,آل خضير,Obstetrics,Senior,17,3.71,Good,67.84,371100450,dr.成.آل خضير@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003153,直子,Teixeira,Internal Medicine,Mid-Level,8,2.81,Average,56.54,15821944343,dr.直子.teixeira@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003154,亮介,Henry,Internal Medicine,Mid-Level,12,2.77,Average,59.88,15530625243,dr.亮介.henry@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003155,Carolina,Rivera,Obstetrics,Junior,4,2.48,Average,48.99,00-5113-5870,dr.carolina.rivera@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003156,रजनी,Harvey,Hematology,Expert,25,3.87,Good,78.16,001-550-244-8357x82331,dr.रजनी.harvey@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003157,萍,Heintze,Neurology,Mid-Level,10,3.22,Average,73.73,(546) 162-9020 x753,dr.萍.heintze@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003158,Tracy,Black,Neurology,Mid-Level,6,3.19,Average,72.99,13776562675,dr.tracy.black@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003159,कर्ण,Gorlitz,Orthopedics,Mid-Level,7,2.99,Average,64.17,001-243-402-5482,dr.कर्ण.gorlitz@st.luke'shealth–bayl.com,HOSP-USA-00095,St. Luke's Health–Baylor St. Luke's Medical Center
DOC-00003160,Adelina,नायर,Cardiology,Mid-Level,10,3.36,Average,68.52,(778) 973-9982 x419,dr.adelina.नायर@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003161,Gianna,Dowerg,Infectious Disease,Junior,2,2.39,Average,46.23,+39 3601359927,dr.gianna.dowerg@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003162,Alexander,Williams,Obstetrics,Senior,18,3.92,Good,80.82,00925 38436,dr.alexander.williams@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003163,Yvonne,Shepherd,Dermatology,Mid-Level,12,3.51,Good,75.61,090-9208-6700,dr.yvonne.shepherd@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003164,Sherry,فصيل,Gynecology,Mid-Level,11,2.71,Average,57.22,629-549-9630,dr.sherry.فصيل@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003165,윤서,Roberson,Cardiology,Mid-Level,11,2.77,Average,50.42,+34965 84 16 03,dr.윤서.roberson@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003166,凯,Silveira,Hematology,Mid-Level,5,2.93,Average,67.01,+55 (031) 0173-8542,dr.凯.silveira@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003167,चण्डा,Viana,Gynecology,Mid-Level,7,2.54,Average,42.82,13825118926,dr.चण्डा.viana@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003168,श्रेष्ठ,Morales,Nephrology,Mid-Level,8,3.26,Average,61.0,+33 (0)2 79 92 67 18,dr.श्रेष्ठ.morales@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003169,Diethelm,최,Cardiology,Junior,4,2.7,Average,47.97,445-943-2800,dr.diethelm.최@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003170,David,Rosa,Cardiology,Senior,17,3.32,Average,67.44,08343 244676,dr.david.rosa@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003171,Thibaut,Cilibrasi,Dermatology,Mid-Level,10,2.62,Average,46.47,+33 2 21 37 78 16,dr.thibaut.cilibrasi@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003172,Louise,Martinez,Cardiology,Mid-Level,12,3.23,Average,71.54,+44191 496 0784,dr.louise.martinez@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003173,亮介,Morris,Neurology,Mid-Level,10,3.03,Average,54.0,+49(0) 438953740,dr.亮介.morris@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003174,अकबर,박,Psychiatry,Mid-Level,14,3.05,Average,66.75,041-576-0257,dr.अकबर.박@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003175,花子,Tarantino,Psychiatry,Mid-Level,10,2.69,Average,60.2,001-367-572-1717x86449,dr.花子.tarantino@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003176,林,Niemeier,Psychiatry,Junior,4,2.71,Average,61.26,070-3701-9448,dr.林.niemeier@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003177,Eugenia,Herrmann,Dermatology,Junior,2,2.45,Average,49.52,+39 0925696520,dr.eugenia.herrmann@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003178,Julia,Yu,Rheumatology,Mid-Level,12,3.47,Average,64.58,15744579763,dr.julia.yu@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003179,باهرة,Reynolds,Gynecology,Mid-Level,11,3.18,Average,69.93,02375 793571,dr.باهرة.reynolds@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003180,Maya,أبا الخيل,Hematology,Mid-Level,7,3.42,Average,78.16,+61.425.939.447,dr.maya.أبا الخيل@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003181,Roberto,Caldeira,Hematology,Mid-Level,10,2.8,Average,46.03,042-763-2695,dr.roberto.caldeira@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003182,Antonietta,Stanley,Gynecology,Senior,21,3.53,Good,79.13,08-2837-6046,dr.antonietta.stanley@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003183,성수,殷,Surgery,Mid-Level,5,2.48,Average,41.25,+39 3511665091,dr.성수.殷@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003184,William,Salvini,Gynecology,Mid-Level,9,3.44,Average,77.57,+39 03225895000,dr.william.salvini@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003185,Friedbert,Montenegro,Dermatology,Mid-Level,6,2.85,Average,51.48,7282390791,dr.friedbert.montenegro@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003186,Antoine,Goodman,Gynecology,Mid-Level,9,2.88,Average,61.7,(762)213-0289x26235,dr.antoine.goodman@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003187,杰,Moreira,Gynecology,Mid-Level,5,2.82,Average,59.32,+55 11 9622-9728,dr.杰.moreira@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003188,Sara,Cassiano,Dermatology,Mid-Level,13,3.35,Average,64.2,525-238-6181,dr.sara.cassiano@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003189,지아,李,Orthopedics,Senior,15,3.57,Good,68.94,13415315529,dr.지아.李@ucsfmedicalcenter.com,HOSP-USA-00096,UCSF Medical Center
DOC-00003190,Kenneth,Gamble,Cardiology,Mid-Level,6,2.95,Average,57.59,434.768.1689x591,dr.kenneth.gamble@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003191,Léon,Wolf,Ophthalmology,Mid-Level,8,3.37,Average,66.69,+55 (084) 6580-2376,dr.léon.wolf@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003192,هايدي,허,Ophthalmology,Senior,17,3.3,Average,75.37,+34922362378,dr.هايدي.허@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003193,راغب,김,Pathology,Mid-Level,8,3.27,Average,74.43,552.264.1823,dr.راغب.김@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003194,Christelle,渡辺,Orthopedics,Mid-Level,7,2.65,Average,56.56,0423374981,dr.christelle.渡辺@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003195,एषा,العقيل,Oncology,Mid-Level,14,3.4,Average,71.41,+34886 77 31 02,dr.एषा.العقيل@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003196,Grégoire,Souza,Hematology,Mid-Level,9,2.68,Average,47.16,(03)03757267,dr.grégoire.souza@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003197,舞,अहलूवालिया,Ophthalmology,Mid-Level,7,3.23,Average,58.52,1-245-253-6030,dr.舞.अहलूवालिया@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003198,도윤,रेड्डी,Orthopedics,Mid-Level,7,3.07,Average,67.07,(02693) 20428,dr.도윤.रेड्डी@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003199,سامر,Brooks,Hematology,Mid-Level,8,3.34,Average,75.04,0421 512 216,dr.سامر.brooks@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003200,Kristin,الحجار,Surgery,Mid-Level,5,2.78,Average,56.95,18087301577,dr.kristin.الحجار@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003201,Chris,임,Anesthesiology,Mid-Level,13,3.47,Average,67.89,+61283085012,dr.chris.임@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003202,Cauã,Andrade,Ophthalmology,Senior,17,3.3,Average,57.9,+39 3514169083,dr.cauã.andrade@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003203,재현,अरोरा,Surgery,Mid-Level,11,2.99,Average,50.02,+44(0)20 7496 0209,dr.재현.अरोरा@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003204,Milena,चौहान,Ophthalmology,Senior,22,4.07,Very Good,77.22,+1-963-510-0232x2467,dr.milena.चौहान@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003205,Giulio,차,Anesthesiology,Mid-Level,6,2.49,Average,45.86,+44(0)1154960103,dr.giulio.차@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003206,상호,杨,Cardiology,Senior,16,3.67,Good,81.09,+441614960430,dr.상호.杨@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003207,知実,池田,Anesthesiology,Mid-Level,7,3.25,Average,67.19,13353014121,dr.知実.池田@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003208,Maria,Miller,Ophthalmology,Mid-Level,7,3.08,Average,54.36,+39 0161212844,dr.maria.miller@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003209,Jade,Brown,Anesthesiology,Mid-Level,9,3.45,Average,75.1,264.799.4798x4295,dr.jade.brown@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003210,Gioffre,Parker,Orthopedics,Junior,4,2.53,Average,57.11,06657 523171,dr.gioffre.parker@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003211,利,山本,Ophthalmology,Mid-Level,13,2.95,Average,67.35,080-8705-6665,dr.利.山本@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003212,Christina,Giradello,Orthopedics,Mid-Level,7,2.71,Average,52.64,75-4145-9261,dr.christina.giradello@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003213,Sibylle,रोद्रिगुएस,Dermatology,Mid-Level,8,3.0,Average,53.83,0492199086,dr.sibylle.रोद्रिगुएस@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003214,Zehra,Lewis,Psychiatry,Junior,4,2.93,Average,55.14,+61.2.6221.4304,dr.zehra.lewis@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003215,Caroline,वेंकटएसन,Anesthesiology,Mid-Level,8,3.23,Average,72.04,053-969-0945,dr.caroline.वेंकटएसन@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003216,Amanda,Schweitzer,Gynecology,Mid-Level,6,3.04,Average,55.77,051-373-2072,dr.amanda.schweitzer@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003217,आनन्दा,Wagner,Orthopedics,Mid-Level,7,3.04,Average,65.01,527 686 6915,dr.आनन्दा.wagner@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003218,재현,Siqueira,Urology,Mid-Level,9,3.08,Average,65.99,05615843503,dr.재현.siqueira@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003219,अरुंधती,चौहान,Orthopedics,Mid-Level,13,3.2,Average,73.36,+33 (0)4 97 12 72 06,dr.अरुंधती.चौहान@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003220,Daniel,Chen,Anesthesiology,Mid-Level,13,3.75,Good,69.3,15037181071,dr.daniel.chen@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003221,शीला,Blanchet,Hematology,Mid-Level,9,2.92,Average,53.38,044-026-4377,dr.शीला.blanchet@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003222,रीतिका,Brown,Ophthalmology,Mid-Level,10,3.56,Good,70.25,090-3791-6117,dr.रीतिका.brown@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003223,Ettore,नारायण,Obstetrics,Junior,3,2.38,Average,47.13,061-628-1164,dr.ettore.नारायण@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
DOC-00003224,Antonella,Heinrich,Orthopedics,Mid-Level,11,2.89,Average,60.56,070-6268-0432,dr.antonella.heinrich@californiapacificmed.com,HOSP-USA-00097,California Pacific Medical Center
